City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
202,Nikolskoye,RU,2021-01-29 20:53:45,59.7035,30.7861,33.01,93,75,8.95
203,Trindade,BR,2021-01-29 20:52:14,-16.6494,-49.4889,89.6,37,40,5.75
204,Verkhnevilyuysk,RU,2021-01-29 20:53:46,63.4453,120.3167,-49.81,76,90,2.53
205,Pacifica,US,2021-01-29 20:53:46,37.6138,-122.4869,54.0,71,20,5.75
206,Curup,ID,2021-01-29 20:53:46,-3.4667,102.5333,67.06,93,99,2.13
207,Ketchikan,US,2021-01-29 20:53:46,55.3422,-131.6461,32.0,86,90,6.91
208,Vardo,NO,2021-01-29 20:53:46,70.3705,31.1107,23.0,93,90,18.41
209,Saint George,US,2021-01-29 20:53:46,37.1041,-113.5841,44.01,81,90,4.61
210,Sitka,US,2021-01-29 20:53:47,57.0531,-135.33,37.4,52,90,18.41
211,Bulawayo,ZW,2021-01-29 20:53:47,-20.15,28.5833,65.41,91,91,5.23
212,Kargasok,RU,2021-01-29 20:53:47,59.0556,80.8572,-28.37,84,0,9.04
213,Pangnirtung,CA,2021-01-29 20:53:48,66.1451,-65.7125,-9.4,77,1,4.61
214,Padang,ID,2021-01-29 20:53:48,-0.9492,100.3543,75.2,94,75,4.61
215,Ponta Do Sol,PT,2021-01-29 20:53:48,32.6667,-17.1,57.99,75,68,3.0
216,Beyneu,KZ,2021-01-29 20:53:48,45.3167,55.2,38.68,84,100,10.63
217,Zeerust,ZA,2021-01-29 20:53:48,-25.5369,26.0751,68.0,94,100,8.05
218,Hisar,IN,2021-01-29 20:51:01,29.1667,75.7167,49.66,42,0,3.96
219,Suileng,CN,2021-01-29 20:53:49,47.25,127.0833,-13.68,89,100,7.02
220,Mahajanga,MG,2021-01-29 20:53:49,-15.7167,46.3167,75.2,88,40,8.05
221,Mega,ET,2021-01-29 20:53:49,4.05,38.3,64.51,42,0,20.76
222,Antofagasta,CL,2021-01-29 20:50:12,-23.65,-70.4,71.6,64,20,14.97
223,Beringovskiy,RU,2021-01-29 20:53:50,63.05,179.3167,-15.97,86,16,9.33
224,Aklavik,CA,2021-01-29 20:53:50,68.2191,-135.0107,-31.0,68,40,2.3
225,Oskemen,KZ,2021-01-29 20:53:50,49.9565,82.6119,-0.4,92,8,4.29
226,New Norfolk,AU,2021-01-29 20:53:50,-42.7826,147.0587,63.0,91,62,1.97
227,Upernavik,GL,2021-01-29 20:53:50,72.7868,-56.1549,-7.31,82,86,11.95
228,Kendari,ID,2021-01-29 20:50:21,-3.945,122.4989,73.81,94,100,2.3
229,Acapulco,MX,2021-01-29 20:51:15,16.8634,-99.8901,86.0,66,75,12.66
230,Changping,CN,2021-01-29 20:53:51,40.2186,116.2197,26.01,67,0,2.24
231,Vila Franca Do Campo,PT,2021-01-29 20:53:51,37.7167,-25.4333,59.0,88,20,6.91
232,Sur,OM,2021-01-29 20:53:51,22.5667,59.5289,64.38,55,0,7.9
233,Chimbote,PE,2021-01-29 20:53:51,-9.0853,-78.5783,75.27,65,26,12.68
234,Bolshevik,BY,2021-01-29 20:53:52,54.0065,27.5692,24.8,93,90,13.42
235,Alice Springs,AU,2021-01-29 20:53:52,-23.7,133.8833,79.0,78,40,6.91
236,Trairi,BR,2021-01-29 20:53:52,-3.2778,-39.2689,80.87,75,100,11.27
237,Porto Torres,IT,2021-01-29 20:53:52,40.835,8.3972,57.2,82,0,4.61
238,Helong,CN,2021-01-29 20:53:52,42.5397,128.9972,5.86,90,100,3.91
239,Gelemso,ET,2021-01-29 20:53:52,8.8167,40.5167,60.24,44,0,2.75
240,Gainesville,US,2021-01-29 20:50:45,29.6516,-82.3248,64.0,31,1,8.05
241,Sechura,PE,2021-01-29 20:53:53,-5.5569,-80.8222,82.6,56,1,15.64
242,Cabo San Lucas,MX,2021-01-29 20:53:53,22.8909,-109.9124,84.0,60,1,17.27
243,Severo-Yeniseyskiy,RU,2021-01-29 20:53:53,60.3725,93.0408,-32.49,84,100,5.32
244,Itoman,JP,2021-01-29 20:53:53,26.1247,127.6694,55.4,54,20,6.91
245,Okha,RU,2021-01-29 20:53:53,53.5739,142.9478,-4.74,90,99,10.51
246,Terra Santa,BR,2021-01-29 20:53:54,-2.1042,-56.4869,83.73,78,100,2.1
247,San Jose,US,2021-01-29 20:49:55,37.3394,-121.895,57.0,58,40,2.13
248,Mount Darwin,ZW,2021-01-29 20:53:54,-16.7725,31.5838,69.13,91,100,2.15
249,Yulara,AU,2021-01-29 20:53:54,-25.2406,130.9889,78.8,65,75,11.5
250,Talnakh,RU,2021-01-29 20:53:54,69.4865,88.3972,-31.94,67,1,1.43
251,Manggar,ID,2021-01-29 20:53:54,-2.8833,108.2667,78.66,84,100,11.43
252,Firminy,FR,2021-01-29 20:53:55,45.3873,4.2907,48.2,66,0,4.61
253,Porto Walter,BR,2021-01-29 20:53:55,-8.2686,-72.7439,85.46,67,13,3.11
254,Dzaoudzi,YT,2021-01-29 20:53:55,-12.7887,45.2699,82.4,78,75,8.05
255,Bereznik,RU,2021-01-29 20:53:55,62.8551,42.7072,21.07,97,100,9.64
256,Nuuk,GL,2021-01-29 20:53:46,64.1835,-51.7216,30.2,55,1,1.14
257,Bemidji,US,2021-01-29 20:53:56,47.4736,-94.8803,24.01,73,40,16.11
258,Miranda,CO,2021-01-29 20:53:56,3.2499,-76.2281,89.6,40,20,4.61
259,Ilulissat,GL,2021-01-29 20:53:56,69.2167,-51.1,1.4,55,20,4.61
260,Salinopolis,BR,2021-01-29 20:52:10,-0.6136,-47.3561,81.54,77,95,13.82
261,Mandera,KE,2021-01-29 20:53:56,3.9366,41.867,81.61,20,10,11.07
262,Hobyo,SO,2021-01-29 20:53:56,5.3505,48.5268,75.88,74,19,16.75
263,Castro,BR,2021-01-29 20:53:57,-24.7911,-50.0119,69.04,93,97,7.34
264,Shuangcheng,CN,2021-01-29 20:53:57,45.35,126.2833,-4.0,84,75,8.95
265,Kodinsk,RU,2021-01-29 20:53:57,58.6881,99.1844,-28.55,81,91,6.33
266,Siva,EG,2021-01-29 20:53:57,29.2041,25.5195,49.98,49,0,6.31
267,Kaitangata,NZ,2021-01-29 20:53:57,-46.2817,169.8464,55.0,74,78,3.0
268,Muborak,UZ,2021-01-29 20:53:58,39.2553,65.1528,45.95,49,0,8.75
269,Gunjur,GM,2021-01-29 20:53:58,13.2019,-16.7339,77.0,47,0,16.55
270,Husavik,IS,2021-01-29 20:53:58,66.0449,-17.3389,21.2,86,75,2.3
271,Cidreira,BR,2021-01-29 20:53:58,-30.1811,-50.2056,79.59,87,100,8.3
272,Medea,DZ,2021-01-29 20:53:58,36.2642,2.7539,55.4,88,0,3.44
273,Plateros,MX,2021-01-29 20:53:58,23.2167,-102.85,64.4,36,75,11.5
274,Asekeyevo,RU,2021-01-29 20:53:59,53.5742,52.7972,28.33,98,99,8.97
275,Bulakamba,ID,2021-01-29 20:53:59,-6.8748,108.9559,77.88,83,100,14.61
276,Lulea,SE,2021-01-29 20:54:00,65.5842,22.1547,-2.2,84,90,10.36
277,Kenai,US,2021-01-29 20:54:00,60.5544,-151.2583,16.0,85,75,6.91
278,Virginia Beach,US,2021-01-29 20:49:13,36.8529,-75.978,34.0,37,75,20.71
279,Kamenka,RU,2021-01-29 20:54:00,51.3223,42.7678,32.0,92,88,16.37
280,Sebina,BW,2021-01-29 20:54:00,-20.8667,27.25,69.4,84,95,4.63
281,Souillac,MU,2021-01-29 20:54:01,-20.5167,57.5167,80.6,78,75,11.5
282,Queanbeyan,AU,2021-01-29 20:54:01,-35.35,149.2333,64.4,100,90,3.44
283,Toktogul,KG,2021-01-29 20:54:01,41.8708,72.9402,24.04,61,0,1.92
284,Mackay,AU,2021-01-29 20:54:01,-21.15,149.2,73.99,88,40,6.91
285,Lompoc,US,2021-01-29 20:54:01,34.6391,-120.4579,52.0,82,75,4.61
286,Jardim,BR,2021-01-29 20:54:02,-21.4803,-56.1381,81.21,75,99,8.05
287,Kahului,US,2021-01-29 20:54:02,20.8947,-156.47,75.2,64,40,19.57
288,Los Llanos De Aridane,ES,2021-01-29 20:54:02,28.6585,-17.9182,66.0,94,75,6.91
289,Tshikapa,CD,2021-01-29 20:54:02,-6.4167,20.8,73.4,85,98,2.19
290,Bulungu,CD,2021-01-29 20:54:02,-4.55,18.6,74.77,83,100,1.43
291,Sao Joao Da Barra,BR,2021-01-29 20:53:08,-21.6403,-41.0511,84.2,58,0,20.71
292,Boyolangu,ID,2021-01-29 20:54:03,-8.1181,111.8935,74.1,90,100,3.29
293,Jaguaribe,BR,2021-01-29 20:53:08,-5.8906,-38.6219,87.1,47,94,4.12
